task,metric,dataset,method_base,method_id,n_cells,mean_rank,median_rank,best_rank,worst_rank,mean_score,median_score,n_methods,dataset_rank_position,top_half_cutoff,is_top_half,support_type
regression,r2,coepra1,r_cforest,r_cforest__37be32340835a93b,15,15.333333333333334,17.0,5.0,18.0,-0.4961901871396612,-0.009055964740395588,18,18.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,et,et__f09eb85fc7f75870,15,3.2666666666666666,3.0,1.0,6.0,-0.030244350359513155,-0.06399943387616454,18,1.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,rf,rf__aed17443e3db937d,15,4.6,4.0,1.0,9.0,-0.22408576382307183,0.04755198907518474,18,2.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,cat,cat__024a0842d4337711,15,4.866666666666666,3.0,1.0,18.0,-0.2520825620029998,-0.013305364234893756,18,3.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,rt,rt__99914b932bd37a50,15,5.4,6.0,1.0,13.0,-0.15085536884017167,0.11038377028450828,18,4.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,boruta,boruta__7f986516a1727870,15,6.333333333333333,5.0,1.0,14.0,-0.9293695484366581,-0.014005846790618906,18,5.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,cif,cif__a01a3672a449d400,15,7.2,6.0,3.0,15.0,-0.26955834374173765,-0.14652748898424586,18,6.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,xgb,xgb__c2661145d45caaf6,15,8.066666666666666,7.0,2.0,16.0,-0.516302883183424,-0.1098599661216367,18,7.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,rfe,rfe__99914b932bd37a50,15,8.133333333333333,9.0,1.0,15.0,-0.9565597810738081,-0.8335564035253157,18,8.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,dt,dt__99914b932bd37a50,15,10.0,10.0,2.0,18.0,-0.7550767851466859,-0.0452584581804633,18,9.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,ptest_pc,ptest_pc__307d6fc3284c28e2,15,10.133333333333333,10.0,5.0,17.0,-0.7743215599603306,-0.6933487713986709,18,10.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,pi,pi__6e89acc5e72da5a8,15,10.6,11.0,3.0,16.0,-1.6458060776276702,-0.42614932301837216,18,11.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,ptest_dc,ptest_dc__307d6fc3284c28e2,15,11.266666666666667,12.0,4.0,15.0,-1.11226830232088,-0.7364024404648783,18,12.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,lgbm,lgbm__71ba9ba402678146,15,12.333333333333334,12.0,6.0,17.0,-2.5088047708660857,-0.7955717666252353,18,13.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,12.533333333333333,12.0,6.0,18.0,-1.3265485627166425,-0.7599520539022291,18,14.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,cit,cit__2cd925b5323e9208,15,12.733333333333333,13.0,7.0,18.0,-2.5110923676560457,-0.8071663263790534,18,15.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,r_ctree,r_ctree__b6e09ceb0eb26367,15,13.333333333333334,13.0,7.0,18.0,-1.1201692286547094,-1.190854231647595,18,16.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,r_cforest,r_cforest__37be32340835a93b,15,14.533333333333333,18.0,6.0,18.0,-5.130518355804269,-0.5477465840821718,18,17.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra2,cpi,cpi__6e89acc5e72da5a8,15,15.666666666666666,16.0,13.0,18.0,-4.44630943829253,-2.1164464927296933,18,18.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,dt,dt__99914b932bd37a50,15,3.8666666666666667,3.0,1.0,10.0,-0.039066829714504765,-0.025284481459719687,18,1.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,cif,cif__a01a3672a449d400,15,5.066666666666666,4.0,1.0,13.0,-0.03808291758491391,-0.005916315680623443,18,2.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,lgbm,lgbm__71ba9ba402678146,15,5.466666666666667,5.0,1.0,17.0,-0.05823937458993893,-0.014243845919221015,18,3.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,cpi,cpi__6e89acc5e72da5a8,15,5.866666666666666,6.0,2.0,11.0,-0.05570090164043871,-0.05691016965012296,18,4.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,xgb,xgb__c2661145d45caaf6,15,6.0,5.0,2.0,16.0,-0.07532493324045163,-0.05011872663479841,18,5.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,pi,pi__6e89acc5e72da5a8,15,7.4,6.0,1.0,18.0,-0.20358386868660064,-0.0611409653357297,18,6.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,rt,rt__99914b932bd37a50,15,7.666666666666667,7.0,3.0,17.0,-0.10964528660851651,-0.08298114143307739,18,7.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,rf,rf__aed17443e3db937d,15,7.8,9.0,2.0,12.0,-0.07743269696112266,-0.06595042540691548,18,8.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,cat,cat__024a0842d4337711,15,8.666666666666666,7.0,2.0,16.0,-0.10883371380254127,-0.08368963455997963,18,9.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,rfe,rfe__99914b932bd37a50,15,9.333333333333334,9.0,4.0,16.0,-0.12320338731127227,-0.07225247769078864,18,10.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,boruta,boruta__7f986516a1727870,15,10.866666666666667,12.0,2.0,16.0,-0.1450336010254859,-0.08851030796068131,18,11.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,r_ctree,r_ctree__b6e09ceb0eb26367,15,11.133333333333333,11.0,4.0,18.0,-0.3398580124860622,-0.0871806022069724,18,12.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,r_cforest,r_cforest__37be32340835a93b,15,12.666666666666666,14.0,3.0,17.0,-0.23169941909421832,-0.17031312990545774,18,13.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,et,et__f09eb85fc7f75870,15,12.866666666666667,13.0,5.0,15.0,-0.1721781927797472,-0.15451395225572934,18,14.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,cit,cit__2cd925b5323e9208,15,13.466666666666667,15.0,2.0,18.0,-0.6832465542431446,-0.12250835068990096,18,15.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,ptest_dc,ptest_dc__307d6fc3284c28e2,15,13.6,15.0,4.0,18.0,-0.2273616163469797,-0.18473114487299938,18,16.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,ptest_pc,ptest_pc__307d6fc3284c28e2,15,13.8,16.0,1.0,18.0,-0.24058472621572374,-0.18667899016667583,18,17.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,coepra3,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,15.466666666666667,17.0,8.0,18.0,-0.5731712044735043,-0.23527124319440515,18,18.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,et,et__f09eb85fc7f75870,15,5.0,4.0,1.0,11.0,0.5595147708358384,0.788567732867886,18,1.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,xgb,xgb__c2661145d45caaf6,15,5.2,4.0,1.0,15.0,0.5705483520508063,0.8123124962792778,18,2.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,cit,cit__2cd925b5323e9208,15,5.466666666666667,6.0,1.0,10.0,0.5766368818566169,0.8194090914530295,18,3.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,cat,cat__024a0842d4337711,15,5.633333333333334,5.5,1.0,12.0,0.5593376326430924,0.8021097109294512,18,4.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,rt,rt__99914b932bd37a50,15,6.533333333333333,8.0,2.0,14.0,0.5593427005070131,0.8064981346250174,18,5.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,rf,rf__aed17443e3db937d,15,7.166666666666667,7.0,2.0,15.0,0.5557042089854194,0.7948938122840353,18,6.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,dt,dt__99914b932bd37a50,15,7.8,8.0,2.0,14.0,0.5538162546415284,0.7842931982443828,18,7.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,pi,pi__6e89acc5e72da5a8,15,8.066666666666666,8.0,1.0,16.0,0.5534977097090602,0.7878632984548309,18,8.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,lgbm,lgbm__71ba9ba402678146,15,8.733333333333333,10.0,2.0,14.0,0.5490899688939456,0.768959951920731,18,9.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,cif,cif__a01a3672a449d400,15,9.066666666666666,9.0,4.0,14.0,0.5400235151168893,0.7233016105844107,18,10.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,9.666666666666666,12.0,1.0,16.0,0.5314183773838477,0.7338308255219239,18,11.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,cpi,cpi__6e89acc5e72da5a8,15,10.933333333333334,11.0,5.0,18.0,0.5419713638271494,0.740639208186741,18,12.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,boruta,boruta__7f986516a1727870,15,11.2,11.0,5.0,17.0,0.5171340877133653,0.6495907710183613,18,13.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,ptest_pc,ptest_pc__307d6fc3284c28e2,15,11.533333333333333,13.0,3.0,16.0,0.5307665474658633,0.7241614410286288,18,14.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,ptest_dc,ptest_dc__307d6fc3284c28e2,15,12.0,14.0,2.0,17.0,0.529107118752368,0.7221857526040008,18,15.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,r_cforest,r_cforest__37be32340835a93b,15,13.133333333333333,15.0,3.0,17.0,0.5060996177873942,0.6983021099215145,18,16.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,rfe,rfe__99914b932bd37a50,15,16.066666666666666,17.0,12.0,17.0,0.48087327810286484,0.6325520120460908,18,17.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,comm_violence,r_ctree,r_ctree__b6e09ceb0eb26367,15,17.8,18.0,17.0,18.0,0.2565897931637546,0.3309016046839578,18,18.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,rf,rf__aed17443e3db937d,15,5.133333333333334,3.0,1.0,12.0,0.6165270610254547,0.6195823736016763,18,1.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,cat,cat__024a0842d4337711,15,5.333333333333333,4.0,1.0,16.0,0.618208853318326,0.6181810444871114,18,2.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,lgbm,lgbm__71ba9ba402678146,15,5.6,5.0,1.0,17.0,0.6178695970512262,0.6149035236022591,18,3.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,et,et__f09eb85fc7f75870,15,5.933333333333334,6.0,1.0,12.0,0.616749129544809,0.624205912217533,18,4.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,dt,dt__99914b932bd37a50,15,6.6,6.0,2.0,13.0,0.6143550600076814,0.6159824888731724,18,5.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,pi,pi__6e89acc5e72da5a8,15,6.866666666666666,6.0,3.0,15.0,0.6148107590014291,0.6177001724698635,18,6.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,boruta,boruta__7f986516a1727870,15,7.466666666666667,7.0,1.0,16.0,0.601588043547911,0.6170193985204709,18,7.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,7.533333333333333,8.0,1.0,13.0,0.6122523005998549,0.6151127829217353,18,8.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,rt,rt__99914b932bd37a50,15,8.4,9.0,3.0,14.0,0.6111072417319984,0.6149011113726265,18,9.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,cif,cif__a01a3672a449d400,15,8.466666666666667,8.0,5.0,13.0,0.6095470432885752,0.6167684734328666,18,10.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,cit,cit__2cd925b5323e9208,15,9.6,8.0,1.0,18.0,0.6056871986582462,0.6173944970024628,18,11.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,ptest_dc,ptest_dc__307d6fc3284c28e2,15,11.266666666666667,12.0,3.0,15.0,0.6061542530239244,0.6077828362511903,18,12.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,ptest_pc,ptest_pc__307d6fc3284c28e2,15,11.333333333333334,11.0,8.0,15.0,0.6064730504099654,0.608609940439116,18,13.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,r_cforest,r_cforest__37be32340835a93b,15,12.733333333333333,14.0,2.0,16.0,0.5996898767273678,0.6023900076595519,18,14.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,rfe,rfe__99914b932bd37a50,15,13.133333333333333,14.0,7.0,16.0,0.6031707904514543,0.6064858336221933,18,15.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,xgb,xgb__c2661145d45caaf6,15,13.533333333333333,17.0,1.0,18.0,0.507383790997868,0.5877242566290757,18,16.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,r_ctree,r_ctree__b6e09ceb0eb26367,15,14.466666666666667,16.0,4.0,18.0,0.5803849294432596,0.5848757048939808,18,17.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,community_crime,cpi,cpi__6e89acc5e72da5a8,15,17.6,18.0,14.0,18.0,0.46674701608075836,0.535582548177071,18,18.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,ptest_rdc,ptest_rdc__307d6fc3284c28e2,6,3.6666666666666665,2.25,1.0,11.5,0.6292784839663671,0.8403888030387234,18,1.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,ptest_dc,ptest_dc__307d6fc3284c28e2,6,3.8333333333333335,2.75,1.0,11.5,0.6293007307385216,0.8404425708059299,18,2.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,ptest_pc,ptest_pc__307d6fc3284c28e2,6,4.333333333333333,4.0,2.0,8.0,0.6281066282143118,0.8393136300548617,18,3.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,cif,cif__a01a3672a449d400,6,6.333333333333333,6.0,4.0,10.0,0.6254273093097772,0.8345707353252352,18,4.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,cit,cit__2cd925b5323e9208,6,6.833333333333333,5.5,1.0,15.0,0.6243312799528654,0.855913928379554,18,5.5,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,r_cforest,r_cforest__37be32340835a93b,6,6.833333333333333,7.0,2.0,12.0,0.6245563761516706,0.8342684203053847,18,5.5,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,cat,cat__024a0842d4337711,6,7.666666666666667,6.5,2.0,14.0,0.6178805460843572,0.8238609889667293,18,7.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,rfe,rfe__99914b932bd37a50,6,8.0,8.5,5.0,11.0,0.6223594445331828,0.8327260838552706,18,8.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,lgbm,lgbm__71ba9ba402678146,6,8.833333333333334,8.5,3.0,15.0,0.6261205635509942,0.835135249978898,18,9.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,rf,rf__aed17443e3db937d,6,9.0,9.0,7.0,11.0,0.6226458219294334,0.8333645235390813,18,10.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,et,et__f09eb85fc7f75870,6,9.333333333333334,10.0,3.0,13.0,0.6191742370483614,0.8264868577653257,18,11.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,dt,dt__99914b932bd37a50,6,10.5,12.0,5.0,14.0,0.6169884787023593,0.8278191306083418,18,12.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,boruta,boruta__7f986516a1727870,6,11.833333333333334,11.5,6.0,18.0,0.6176405755962047,0.8253677610147145,18,13.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,rt,rt__99914b932bd37a50,6,13.0,13.5,10.0,15.0,0.6117099372488398,0.8228660885270522,18,14.5,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,xgb,xgb__c2661145d45caaf6,6,13.0,13.5,8.0,17.0,0.6184197511117001,0.829765592097659,18,14.5,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,r_ctree,r_ctree__b6e09ceb0eb26367,6,15.5,17.5,8.0,18.0,0.5859882354238302,0.7875213719747487,18,16.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,pi,pi__6e89acc5e72da5a8,6,16.0,16.0,14.0,18.0,0.6076047059063728,0.8139323355471864,18,17.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,facebook,cpi,cpi__6e89acc5e72da5a8,6,16.5,17.0,15.0,17.0,0.6029959360757505,0.8072220873494578,18,18.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,et,et__f09eb85fc7f75870,12,4.583333333333333,4.5,1.0,9.0,0.4549733938033566,0.7122814231860597,18,1.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,cif,cif__a01a3672a449d400,12,5.083333333333333,4.0,2.0,12.0,0.44012993390961913,0.6812694128412689,18,2.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,ptest_pc,ptest_pc__307d6fc3284c28e2,12,6.5,6.0,1.0,15.0,0.43822862273962726,0.6681653868681464,18,3.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,cat,cat__024a0842d4337711,12,7.083333333333333,7.0,1.0,11.0,0.4424364360319186,0.6957046306250623,18,4.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,ptest_rdc,ptest_rdc__307d6fc3284c28e2,12,7.25,5.5,1.0,16.0,0.43087250244228814,0.6649276025846714,18,5.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,ptest_dc,ptest_dc__307d6fc3284c28e2,12,7.583333333333333,6.5,1.0,18.0,0.4286781396067459,0.6621368127475511,18,6.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,rfe,rfe__99914b932bd37a50,12,8.0,7.5,2.0,15.0,0.4362636480418258,0.6910967381655992,18,7.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,r_ctree,r_ctree__b6e09ceb0eb26367,12,9.083333333333334,7.5,2.0,17.0,0.4485508070396878,0.7231982642018726,18,8.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,lgbm,lgbm__71ba9ba402678146,12,9.166666666666666,9.0,4.0,15.0,0.43119985304531355,0.6790283754601147,18,9.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,boruta,boruta__7f986516a1727870,12,9.25,7.5,2.0,17.0,0.4332583797807548,0.6817316115002781,18,10.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,rf,rf__aed17443e3db937d,12,9.916666666666666,10.0,3.0,18.0,0.4323677980294483,0.6764676594563683,18,11.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,dt,dt__99914b932bd37a50,12,10.166666666666666,10.0,3.0,17.0,0.4356779736249457,0.6943328185842245,18,12.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,cit,cit__2cd925b5323e9208,12,10.25,12.5,1.0,16.0,0.44224232688902826,0.7247474011127393,18,13.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,rt,rt__99914b932bd37a50,12,10.583333333333334,12.0,3.0,15.0,0.43454192618909254,0.6943758728665916,18,14.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,pi,pi__6e89acc5e72da5a8,12,10.666666666666666,11.0,1.0,16.0,0.43179742679008637,0.6765686538245563,18,15.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,xgb,xgb__c2661145d45caaf6,12,14.333333333333334,16.0,8.0,18.0,0.41605095976065654,0.642069149262912,18,16.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,cpi,cpi__6e89acc5e72da5a8,12,15.166666666666666,18.0,5.0,18.0,0.38636358647602725,0.5870601895203109,18,17.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,imports-85,r_cforest,r_cforest__37be32340835a93b,12,16.333333333333332,16.5,14.0,18.0,0.41233229890975,0.6496801574623918,18,18.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,2.7333333333333334,2.0,1.0,16.0,0.5951772506890277,0.9274298664549638,18,1.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,ptest_pc,ptest_pc__307d6fc3284c28e2,15,5.4,2.0,1.0,18.0,0.5933478682463185,0.925242924609555,18,2.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,r_cforest,r_cforest__37be32340835a93b,15,6.066666666666666,5.0,1.0,16.0,0.5825725380863139,0.8873708413286769,18,3.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,et,et__f09eb85fc7f75870,15,6.533333333333333,6.0,2.0,16.0,0.5745349283043472,0.8837081891987729,18,4.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,ptest_dc,ptest_dc__307d6fc3284c28e2,15,6.866666666666666,3.0,1.0,17.0,0.5881869213982295,0.9105511342215946,18,5.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,cit,cit__2cd925b5323e9208,15,6.933333333333334,7.0,2.0,15.0,0.5655867971427907,0.8150443912076486,18,6.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,cif,cif__a01a3672a449d400,15,8.133333333333333,6.0,4.0,17.0,0.5785984587908513,0.8842370355184811,18,7.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,pi,pi__6e89acc5e72da5a8,15,9.0,10.0,1.0,15.0,0.5504184892954253,0.7440641638944497,18,8.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,rt,rt__99914b932bd37a50,15,9.733333333333333,10.0,2.0,15.0,0.5530738803402053,0.7623853313348825,18,9.0,9,True,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,cat,cat__024a0842d4337711,15,10.266666666666667,9.0,7.0,16.0,0.5616086305035852,0.8207726505419543,18,10.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,dt,dt__99914b932bd37a50,15,10.866666666666667,11.0,6.0,17.0,0.5489272966139701,0.7591714712651543,18,11.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,r_ctree,r_ctree__b6e09ceb0eb26367,15,10.933333333333334,10.0,5.0,17.0,0.55808572665106,0.8074499088798006,18,12.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,lgbm,lgbm__71ba9ba402678146,15,11.066666666666666,11.0,5.0,17.0,0.5501249430283156,0.7826212439603004,18,13.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,boruta,boruta__7f986516a1727870,15,12.733333333333333,15.0,3.0,18.0,0.5446912922813033,0.7321028798706536,18,14.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,rf,rf__aed17443e3db937d,15,12.933333333333334,14.0,5.0,18.0,0.5456057268899056,0.7337395452049102,18,15.5,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,rfe,rfe__99914b932bd37a50,15,12.933333333333334,16.0,2.0,17.0,0.5442243041989553,0.7377811999125172,18,15.5,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,cpi,cpi__6e89acc5e72da5a8,15,13.4,18.0,2.0,18.0,0.538162447831139,0.7562112350156909,18,17.0,9,False,dataset_mean_over_all_complete_case_downstream_k
regression,r2,residential,xgb,xgb__c2661145d45caaf6,15,14.466666666666667,14.0,9.0,18.0,0.5453985981937272,0.7497643086722791,18,18.0,9,False,dataset_mean_over_all_complete_case_downstream_k
